Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: Americas Stage 1,Group Stage,Week 1,G2 Esports vs MIBR,Split,28,MIBR,,1.3k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,G2 Esports vs MIBR,Split,29,G2 Esports,,1.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,G2 Esports vs MIBR,Split,29,MIBR,,1.0k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,G2 Esports vs MIBR,Split,30,G2 Esports,,1.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,G2 Esports vs MIBR,Split,30,MIBR,,1.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,1,100 Thieves,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,1,Evil Geniuses,,0.5k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,2,100 Thieves,,2.7k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,2,Evil Geniuses,,8.1k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,3,100 Thieves,,13.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,3,Evil Geniuses,,0.7k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,4,100 Thieves,,22.9k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,4,Evil Geniuses,,2.8k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,5,100 Thieves,,16.0k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,5,Evil Geniuses,,6.9k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,6,100 Thieves,,24.1k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,6,Evil Geniuses,,10.0k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,7,100 Thieves,,29.7k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,7,Evil Geniuses,,0.8k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,8,100 Thieves,,19.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,8,Evil Geniuses,,5.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,9,100 Thieves,,11.4k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,9,Evil Geniuses,,5.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,10,100 Thieves,,7.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,10,Evil Geniuses,,3.0k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,11,100 Thieves,,3.2k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,11,Evil Geniuses,,12.7k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,12,100 Thieves,,2.3k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,12,Evil Geniuses,,0.8k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,13,100 Thieves,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,13,Evil Geniuses,,0.5k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,14,100 Thieves,,9.0k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,14,Evil Geniuses,,2.2k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,15,100 Thieves,,5.5k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,15,Evil Geniuses,,9.4k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,16,100 Thieves,,17.1k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,16,Evil Geniuses,,1.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,17,100 Thieves,,21.4k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,17,Evil Geniuses,,8.2k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,18,100 Thieves,,27.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,18,Evil Geniuses,,3.9k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,19,100 Thieves,,35.7k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,19,Evil Geniuses,,1.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,20,100 Thieves,,28.5k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,20,Evil Geniuses,,0.2k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,21,100 Thieves,,16.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Haven,21,Evil Geniuses,,3.4k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,1,100 Thieves,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,1,Evil Geniuses,,0.5k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,2,100 Thieves,,2.8k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,2,Evil Geniuses,,8.9k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,3,100 Thieves,,14.7k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,3,Evil Geniuses,,0.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,4,100 Thieves,,23.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,4,Evil Geniuses,,9.6k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,5,100 Thieves,,30.0k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,5,Evil Geniuses,,5.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,6,100 Thieves,,19.1k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,6,Evil Geniuses,,3.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,7,100 Thieves,,25.7k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,7,Evil Geniuses,,11.3k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,8,100 Thieves,,29.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,8,Evil Geniuses,,2.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,9,100 Thieves,,27.6k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,9,Evil Geniuses,,0.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,10,100 Thieves,,16.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,10,Evil Geniuses,,3.4k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,11,100 Thieves,,9.1k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,11,Evil Geniuses,,3.7k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,12,100 Thieves,,7.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,12,Evil Geniuses,,0.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,13,100 Thieves,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,13,Evil Geniuses,,0.4k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,14,100 Thieves,,8.5k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,14,Evil Geniuses,,3.2k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,15,100 Thieves,,8.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,15,Evil Geniuses,,2.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,16,100 Thieves,,7.4k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,16,Evil Geniuses,,0.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,17,100 Thieves,,11.0k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,100 Thieves vs Evil Geniuses,Breeze,17,Evil Geniuses,,1.3k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,1,ENVY,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,1,LOUD,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,2,ENVY,,0.5k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,2,LOUD,,10.3k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,3,ENVY,,12.0k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,3,LOUD,,0.8k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,4,ENVY,,1.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,4,LOUD,,9.1k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,5,ENVY,,6.9k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,5,LOUD,,3.5k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,6,ENVY,,9.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,6,LOUD,,10.5k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,7,ENVY,,18.1k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,7,LOUD,,7.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,8,ENVY,,3.4k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,8,LOUD,,9.9k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,9,ENVY,,14.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,9,LOUD,,4.4k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,10,ENVY,,13.5k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,10,LOUD,,10.1k,Semi-eco: 5-10k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,11,ENVY,,3.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,11,LOUD,,12.6k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,12,ENVY,,4.0k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,12,LOUD,,2.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,13,ENVY,,0.2k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,13,LOUD,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,14,ENVY,,0.7k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,14,LOUD,,9.8k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,15,ENVY,,12.3k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,15,LOUD,,0.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,16,ENVY,,0.6k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,16,LOUD,,10.4k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,17,ENVY,,10.2k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,17,LOUD,,15.4k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,18,ENVY,,3.5k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,18,LOUD,,19.5k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,19,ENVY,,1.1k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,19,LOUD,,15.3k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,20,ENVY,,2.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,20,LOUD,,5.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,21,ENVY,,9.9k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,21,LOUD,,13.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,22,ENVY,,1.6k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Lotus,22,LOUD,,18.1k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,1,ENVY,,0.2k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,1,LOUD,,0.3k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,2,ENVY,,1.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,2,LOUD,,9.0k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,3,ENVY,,10.6k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,3,LOUD,,9.9k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,4,ENVY,,0.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,4,LOUD,,16.7k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,5,ENVY,,11.2k,Semi-eco: 5-10k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,5,LOUD,,18.3k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,6,ENVY,,8.9k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,6,LOUD,,12.1k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,7,ENVY,,6.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,7,LOUD,,6.4k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,8,ENVY,,15.4k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,8,LOUD,,5.5k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,9,ENVY,,1.0k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,9,LOUD,,11.4k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,10,ENVY,,2.4k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,10,LOUD,,4.6k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,11,ENVY,,10.0k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,11,LOUD,,12.7k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,12,ENVY,,0.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,12,LOUD,,25.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,13,ENVY,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,13,LOUD,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,14,ENVY,,10.1k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,14,LOUD,,3.0k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,15,ENVY,,0.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,15,LOUD,,15.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,16,ENVY,,2.5k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,16,LOUD,,2.3k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,17,ENVY,,7.8k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,17,LOUD,,11.3k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,18,ENVY,,15.8k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,18,LOUD,,4.9k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,19,ENVY,,4.9k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,19,LOUD,,7.9k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,20,ENVY,,2.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,20,LOUD,,12.4k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,21,ENVY,,4.1k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,21,LOUD,,14.2k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,22,ENVY,,10.2k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,22,LOUD,,7.2k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,23,ENVY,,1.0k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,23,LOUD,,15.5k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,24,ENVY,,2.5k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,24,LOUD,,5.7k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,1,ENVY,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,1,LOUD,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,2,ENVY,,0.5k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,2,LOUD,,8.4k,Eco: 0-5k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,3,ENVY,,9.3k,Eco: 0-5k,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,3,LOUD,,12.0k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,4,ENVY,,1.3k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,4,LOUD,,18.7k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,5,ENVY,,7.9k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,5,LOUD,,9.9k,Full buy: 20k+,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,6,ENVY,,12.8k,Semi-eco: 5-10k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,6,LOUD,,12.0k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,7,ENVY,,13.1k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,7,LOUD,,4.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,8,ENVY,,4.4k,Full buy: 20k+,Loss
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,8,LOUD,,17.8k,Full buy: 20k+,Win
