Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,2,PCIFIC Esports,,1.5k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,3,Eternal Fire,,0.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,3,PCIFIC Esports,,14.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,4,Eternal Fire,,15.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,4,PCIFIC Esports,,4.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,5,Eternal Fire,,13.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,5,PCIFIC Esports,,13.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,6,Eternal Fire,,19.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,6,PCIFIC Esports,,6.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,7,Eternal Fire,,19.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,7,PCIFIC Esports,,2.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,8,Eternal Fire,,8.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,8,PCIFIC Esports,,3.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,9,Eternal Fire,,6.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,9,PCIFIC Esports,,10.7k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,10,Eternal Fire,,10.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,10,PCIFIC Esports,,4.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,11,Eternal Fire,,10.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,11,PCIFIC Esports,,2.0k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,12,Eternal Fire,,11.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,12,PCIFIC Esports,,0.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,13,Eternal Fire,,0.5k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,13,PCIFIC Esports,,0.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,14,Eternal Fire,,3.5k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,14,PCIFIC Esports,,8.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,15,Eternal Fire,,12.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,15,PCIFIC Esports,,0.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,16,Eternal Fire,,0.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,16,PCIFIC Esports,,5.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,17,Eternal Fire,,7.9k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,17,PCIFIC Esports,,11.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,18,Eternal Fire,,1.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,18,PCIFIC Esports,,20.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,19,Eternal Fire,,8.4k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,19,PCIFIC Esports,,23.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,20,Eternal Fire,,1.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,20,PCIFIC Esports,,22.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,21,Eternal Fire,,8.3k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,21,PCIFIC Esports,,24.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,22,Eternal Fire,,1.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,22,PCIFIC Esports,,31.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,23,Eternal Fire,,8.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,23,PCIFIC Esports,,17.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,24,Eternal Fire,,0.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Lotus,24,PCIFIC Esports,,21.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,1,Natus Vincere,,0.3k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,1,Team Liquid,,0.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,2,Natus Vincere,,1.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,2,Team Liquid,,9.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,3,Natus Vincere,,14.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,3,Team Liquid,,0.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,4,Natus Vincere,,2.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,4,Team Liquid,,5.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,5,Natus Vincere,,7.9k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,5,Team Liquid,,13.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,6,Natus Vincere,,9.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,6,Team Liquid,,3.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,7,Natus Vincere,,8.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,7,Team Liquid,,15.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,8,Natus Vincere,,4.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,8,Team Liquid,,25.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,9,Natus Vincere,,15.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,9,Team Liquid,,13.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,10,Natus Vincere,,11.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,10,Team Liquid,,7.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,11,Natus Vincere,,11.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,11,Team Liquid,,5.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,12,Natus Vincere,,13.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,12,Team Liquid,,0.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,13,Natus Vincere,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,13,Team Liquid,,0.3k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,14,Natus Vincere,,8.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,14,Team Liquid,,0.5k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,15,Natus Vincere,,1.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,15,Team Liquid,,13.4k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,16,Natus Vincere,,7.2k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,16,Team Liquid,,21.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,17,Natus Vincere,,2.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,17,Team Liquid,,22.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,18,Natus Vincere,,7.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,18,Team Liquid,,27.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,19,Natus Vincere,,2.9k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,19,Team Liquid,,18.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,20,Natus Vincere,,9.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,20,Team Liquid,,5.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,21,Natus Vincere,,1.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,21,Team Liquid,,5.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,22,Natus Vincere,,0.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Bind,22,Team Liquid,,5.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,1,Natus Vincere,,0.3k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,1,Team Liquid,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,2,Natus Vincere,,3.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,2,Team Liquid,,8.4k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,3,Natus Vincere,,10.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,3,Team Liquid,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,4,Natus Vincere,,9.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,4,Team Liquid,,9.3k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,5,Natus Vincere,,10.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,5,Team Liquid,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,6,Natus Vincere,,18.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,6,Team Liquid,,6.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,7,Natus Vincere,,15.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,7,Team Liquid,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,8,Natus Vincere,,28.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,8,Team Liquid,,8.0k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,9,Natus Vincere,,35.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,9,Team Liquid,,1.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,10,Natus Vincere,,19.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,10,Team Liquid,,3.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,11,Natus Vincere,,12.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,11,Team Liquid,,4.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,12,Natus Vincere,,5.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,12,Team Liquid,,10.2k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,13,Natus Vincere,,0.3k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,13,Team Liquid,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,14,Natus Vincere,,1.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,14,Team Liquid,,8.0k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,15,Natus Vincere,,12.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,15,Team Liquid,,1.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,16,Natus Vincere,,2.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,16,Team Liquid,,8.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,17,Natus Vincere,,5.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,17,Team Liquid,,1.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,18,Natus Vincere,,8.6k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,18,Team Liquid,,6.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,19,Natus Vincere,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,19,Team Liquid,,11.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,20,Natus Vincere,,9.2k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,20,Team Liquid,,16.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,21,Natus Vincere,,2.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,21,Team Liquid,,19.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,22,Natus Vincere,,3.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Split,22,Team Liquid,,8.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,1,Natus Vincere,,0.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,1,Team Liquid,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,2,Natus Vincere,,8.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,2,Team Liquid,,0.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,3,Natus Vincere,,0.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,3,Team Liquid,,11.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,4,Natus Vincere,,8.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,4,Team Liquid,,0.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,5,Natus Vincere,,8.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,5,Team Liquid,,9.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,6,Natus Vincere,,12.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,6,Team Liquid,,1.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,7,Natus Vincere,,10.8k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,7,Team Liquid,,8.8k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,8,Natus Vincere,,18.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,8,Team Liquid,,2.1k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,9,Natus Vincere,,6.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,9,Team Liquid,,11.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,10,Natus Vincere,,19.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,10,Team Liquid,,1.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,11,Natus Vincere,,7.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,11,Team Liquid,,5.4k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,12,Natus Vincere,,1.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,12,Team Liquid,,3.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,13,Natus Vincere,,0.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,13,Team Liquid,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,14,Natus Vincere,,9.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,14,Team Liquid,,3.0k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,15,Natus Vincere,,2.0k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,15,Team Liquid,,10.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,16,Natus Vincere,,14.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,16,Team Liquid,,0.7k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,17,Natus Vincere,,2.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,17,Team Liquid,,9.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,18,Natus Vincere,,7.1k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,18,Team Liquid,,20.3k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,19,Natus Vincere,,0.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,19,Team Liquid,,27.5k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,20,Natus Vincere,,0.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Lotus,20,Team Liquid,,23.6k,Full buy: 20k+,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,1,GIANTX,,0.0k,Eco: 0-5k,Win
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,1,FNATIC,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Haven,2,GIANTX,,3.1k,Semi-buy: 10-20k,Win
