Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,100 Thieves,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,100 Thieves,Eco (won),6,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,100 Thieves,$ (won),3,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,100 Thieves,$$ (won),13,9
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,100 Thieves,$$$ (won),30,17
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,Evil Geniuses,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,Evil Geniuses,Eco (won),6,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,Evil Geniuses,$ (won),4,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,Evil Geniuses,$$ (won),5,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,All Maps,Evil Geniuses,$$$ (won),37,19
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,Eco (won),4,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,$$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,$$$ (won),14,12
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,LEVIATÁN,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,LEVIATÁN,Eco (won),3,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,LEVIATÁN,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,LEVIATÁN,$$ (won),5,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,LEVIATÁN,$$$ (won),9,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,$$ (won),2,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,$$$ (won),14,10
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,LEVIATÁN,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,LEVIATÁN,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,LEVIATÁN,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,LEVIATÁN,$$ (won),7,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,LEVIATÁN,$$$ (won),9,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,Cloud9,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,Cloud9,Eco (won),7,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,Cloud9,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,Cloud9,$$ (won),2,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,Cloud9,$$$ (won),28,22
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,Pistol Won,,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,Eco (won),6,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,$ (won),2,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,$$ (won),12,5
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,$$$ (won),18,4
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,Eco (won),5,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,$$ (won),8,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,$$$ (won),3,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,G2 Esports,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,G2 Esports,Eco (won),4,3
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,G2 Esports,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,G2 Esports,$$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,G2 Esports,$$$ (won),11,10
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,Eco (won),4,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,$$ (won),5,3
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,$$$ (won),11,4
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,G2 Esports,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,G2 Esports,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,G2 Esports,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,G2 Esports,$$ (won),5,5
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,G2 Esports,$$$ (won),13,7
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,Mega Minors,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,Mega Minors,Eco (won),9,3
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,Mega Minors,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,Mega Minors,$$ (won),13,4
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,Mega Minors,$$$ (won),14,4
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,G2 Esports,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,G2 Esports,Eco (won),7,4
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,G2 Esports,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,G2 Esports,$$ (won),6,5
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,All Maps,G2 Esports,$$$ (won),24,17
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,Eco (won),4,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,$ (won),1,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,$$ (won),6,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,$$$ (won),15,9
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,Cloud9,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,Cloud9,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,Cloud9,$ (won),3,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,Cloud9,$$ (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,Cloud9,$$$ (won),17,10
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,Eco (won),4,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,$ (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,$$ (won),1,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,$$$ (won),16,9
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,Cloud9,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,Cloud9,Eco (won),2,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,Cloud9,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,Cloud9,$$ (won),5,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,Cloud9,$$$ (won),17,8
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,$$ (won),1,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,$$$ (won),11,11
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,Cloud9,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,Cloud9,Eco (won),2,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,Cloud9,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,Cloud9,$$ (won),11,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,Cloud9,$$$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,100 Thieves,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,100 Thieves,Eco (won),11,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,100 Thieves,$ (won),4,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,100 Thieves,$$ (won),8,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,100 Thieves,$$$ (won),42,29
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,Cloud9,Pistol Won,,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,Cloud9,Eco (won),7,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,Cloud9,$ (won),4,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,Cloud9,$$ (won),19,5
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,All Maps,Cloud9,$$$ (won),35,18
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,Eco (won),3,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,$ (won),1,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,$$ (won),2,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,$$$ (won),15,10
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,FURIA,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,FURIA,Eco (won),3,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,FURIA,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,FURIA,$$ (won),5,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,FURIA,$$$ (won),12,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,$$ (won),5,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,$$$ (won),12,4
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,FURIA,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,FURIA,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,FURIA,$ (won),1,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,FURIA,$$ (won),4,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,FURIA,$$$ (won),13,8
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,Eco (won),4,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,$$ (won),4,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,$$$ (won),16,7
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,FURIA,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,FURIA,Eco (won),4,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,FURIA,$ (won),1,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,FURIA,$$ (won),4,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,FURIA,$$$ (won),15,8
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,$$ (won),2,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,$$$ (won),10,10
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,FURIA,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,FURIA,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,FURIA,$ (won),3,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,FURIA,$$ (won),4,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,FURIA,$$$ (won),5,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,Eco (won),4,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,$$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,$$$ (won),15,8
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,FURIA,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,FURIA,Eco (won),2,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,FURIA,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,FURIA,$$ (won),7,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,FURIA,$$$ (won),12,8
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,MIBR,Pistol Won,,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,MIBR,Eco (won),17,3
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,MIBR,$ (won),3,1
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,MIBR,$$ (won),14,10
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,MIBR,$$$ (won),68,39
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,FURIA,Pistol Won,,7
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,FURIA,Eco (won),15,8
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,FURIA,$ (won),6,2
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,FURIA,$$ (won),24,12
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,All Maps,FURIA,$$$ (won),57,27
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,Eco (won),2,2
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,$$ (won),4,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,$$$ (won),10,7
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,100 Thieves,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,100 Thieves,Eco (won),4,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,100 Thieves,$ (won),2,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,100 Thieves,$$ (won),6,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,100 Thieves,$$$ (won),4,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,$$ (won),2,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,$$$ (won),15,11
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,100 Thieves,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,100 Thieves,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,100 Thieves,$ (won),2,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,100 Thieves,$$ (won),4,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,100 Thieves,$$$ (won),12,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,Mega Minors,Pistol Won,,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,Mega Minors,Eco (won),5,3
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,Mega Minors,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,Mega Minors,$$ (won),6,5
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,Mega Minors,$$$ (won),25,18
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,100 Thieves,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,100 Thieves,Eco (won),7,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,100 Thieves,$ (won),4,1
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,100 Thieves,$$ (won),10,4
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,All Maps,100 Thieves,$$$ (won),16,5
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,$ (won),3,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,$$ (won),4,3
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,$$$ (won),9,2
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,G2 Esports,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,G2 Esports,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,G2 Esports,$ (won),0,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,G2 Esports,$$ (won),3,2
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,G2 Esports,$$$ (won),13,10
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,Pistol Won,,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,Eco (won),4,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,$$ (won),3,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,$$$ (won),9,3
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,G2 Esports,Pistol Won,,2
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,G2 Esports,Eco (won),2,2
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,G2 Esports,$ (won),1,0
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,G2 Esports,$$ (won),3,3
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,G2 Esports,$$$ (won),11,8
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Corrode,MIBR,Pistol Won,,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Corrode,MIBR,Eco (won),3,1
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Corrode,MIBR,$ (won),1,0
