Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,Eco (won),7,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,$ (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,$$ (won),7,4
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,$$$ (won),22,9
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Team Heretics,Pistol Won,,3
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Team Heretics,Eco (won),5,3
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Team Heretics,$ (won),1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Team Heretics,$$ (won),9,6
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,All Maps,Team Heretics,$$$ (won),25,16
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,BBL Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,BBL Esports,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,BBL Esports,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,BBL Esports,$$ (won),5,2
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,BBL Esports,$$$ (won),11,5
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,Team Vitality,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,Team Vitality,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,Team Vitality,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,Team Vitality,$$ (won),1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Lotus,Team Vitality,$$$ (won),17,11
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,BBL Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,BBL Esports,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,BBL Esports,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,BBL Esports,$$ (won),4,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,BBL Esports,$$$ (won),15,11
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,Team Vitality,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,Team Vitality,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,Team Vitality,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,Team Vitality,$$ (won),9,4
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Haven,Team Vitality,$$$ (won),11,5
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,BBL Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,BBL Esports,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,BBL Esports,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,BBL Esports,$$ (won),1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,BBL Esports,$$$ (won),13,11
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,Team Vitality,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,Team Vitality,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,Team Vitality,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,Team Vitality,$$ (won),6,2
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Breeze,Team Vitality,$$$ (won),8,2
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,BBL Esports,Pistol Won,,3
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,BBL Esports,Eco (won),9,3
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,BBL Esports,$ (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,BBL Esports,$$ (won),10,4
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,BBL Esports,$$$ (won),39,27
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,Team Vitality,Pistol Won,,3
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,Team Vitality,Eco (won),9,3
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,Team Vitality,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,Team Vitality,$$ (won),16,7
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,All Maps,Team Vitality,$$$ (won),36,18
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,Team Heretics,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,Team Heretics,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,Team Heretics,$ (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,Team Heretics,$$ (won),4,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,Team Heretics,$$$ (won),14,7
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,FUT Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,FUT Esports,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,FUT Esports,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,FUT Esports,$$ (won),6,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Lotus,FUT Esports,$$$ (won),13,6
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,Team Heretics,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,Team Heretics,Eco (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,Team Heretics,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,Team Heretics,$$ (won),3,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,Team Heretics,$$$ (won),9,8
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,FUT Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,FUT Esports,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,FUT Esports,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,FUT Esports,$$ (won),7,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Split,FUT Esports,$$$ (won),5,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,Team Heretics,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,Team Heretics,Eco (won),6,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,Team Heretics,$ (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,Team Heretics,$$ (won),7,6
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,Team Heretics,$$$ (won),23,15
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,FUT Esports,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,FUT Esports,Eco (won),6,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,FUT Esports,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,FUT Esports,$$ (won),13,5
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,All Maps,FUT Esports,$$$ (won),18,6
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,Team Vitality,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,Team Vitality,Eco (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,Team Vitality,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,Team Vitality,$$ (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,Team Vitality,$$$ (won),15,10
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,PCIFIC Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,PCIFIC Esports,Eco (won),4,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,PCIFIC Esports,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,PCIFIC Esports,$$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Haven,PCIFIC Esports,$$$ (won),15,8
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,Team Vitality,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,Team Vitality,Eco (won),2,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,Team Vitality,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,Team Vitality,$$ (won),2,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,Team Vitality,$$$ (won),9,9
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,PCIFIC Esports,Pistol Won,,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,PCIFIC Esports,Eco (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,PCIFIC Esports,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,PCIFIC Esports,$$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Split,PCIFIC Esports,$$$ (won),5,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,Team Vitality,Pistol Won,,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,Team Vitality,Eco (won),5,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,Team Vitality,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,Team Vitality,$$ (won),5,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,Team Vitality,$$$ (won),24,19
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,PCIFIC Esports,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,PCIFIC Esports,Eco (won),8,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,PCIFIC Esports,$ (won),3,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,PCIFIC Esports,$$ (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,All Maps,PCIFIC Esports,$$$ (won),20,8
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Natus Vincere,Pistol Won,,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Natus Vincere,Eco (won),3,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Natus Vincere,$ (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Natus Vincere,$$ (won),2,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Natus Vincere,$$$ (won),14,10
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Karmine Corp,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Karmine Corp,Eco (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Karmine Corp,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Karmine Corp,$$ (won),9,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Lotus,Karmine Corp,$$$ (won),9,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Natus Vincere,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Natus Vincere,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Natus Vincere,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Natus Vincere,$$ (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Natus Vincere,$$$ (won),15,10
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Karmine Corp,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Karmine Corp,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Karmine Corp,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Karmine Corp,$$ (won),7,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Breeze,Karmine Corp,$$$ (won),10,6
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,Eco (won),6,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,$ (won),4,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,$$ (won),5,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Natus Vincere,$$$ (won),29,20
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,Pistol Won,,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,Eco (won),6,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,$ (won),3,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,$$ (won),16,6
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,All Maps,Karmine Corp,$$$ (won),19,9
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,BBL Esports,Pistol Won,,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,BBL Esports,Eco (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,BBL Esports,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,BBL Esports,$$ (won),5,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,BBL Esports,$$$ (won),5,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,FNATIC,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,FNATIC,Eco (won),2,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,FNATIC,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,FNATIC,$$ (won),4,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Haven,FNATIC,$$$ (won),10,8
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,BBL Esports,Pistol Won,,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,BBL Esports,Eco (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,BBL Esports,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,BBL Esports,$$ (won),5,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,BBL Esports,$$$ (won),7,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,FNATIC,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,FNATIC,Eco (won),2,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,FNATIC,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,FNATIC,$$ (won),5,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,Fracture,FNATIC,$$$ (won),11,7
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,BBL Esports,Pistol Won,,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,BBL Esports,Eco (won),8,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,BBL Esports,$ (won),4,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,BBL Esports,$$ (won),10,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,BBL Esports,$$$ (won),12,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,FNATIC,Pistol Won,,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,FNATIC,Eco (won),4,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,FNATIC,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,FNATIC,$$ (won),9,7
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,All Maps,FNATIC,$$$ (won),21,15
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,GIANTX,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,GIANTX,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,GIANTX,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,GIANTX,$$ (won),6,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,GIANTX,$$$ (won),15,8
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,Eternal Fire,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,Eternal Fire,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,Eternal Fire,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,Eternal Fire,$$ (won),7,5
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Split,Eternal Fire,$$$ (won),13,7
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,GIANTX,Pistol Won,,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,GIANTX,Eco (won),2,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,GIANTX,$ (won),3,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,GIANTX,$$ (won),5,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,GIANTX,$$$ (won),13,5
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,Eternal Fire,Pistol Won,,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,Eternal Fire,Eco (won),4,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,Eternal Fire,$ (won),1,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,Eternal Fire,$$ (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Breeze,Eternal Fire,$$$ (won),15,10
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,GIANTX,Pistol Won,,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,GIANTX,Eco (won),5,3
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,GIANTX,$ (won),3,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,GIANTX,$$ (won),11,5
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,GIANTX,$$$ (won),28,13
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,Eternal Fire,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,Eternal Fire,Eco (won),7,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,Eternal Fire,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,Eternal Fire,$$ (won),10,7
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,All Maps,Eternal Fire,$$$ (won),28,17
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Gentle Mates,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Gentle Mates,Eco (won),3,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Gentle Mates,$ (won),2,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Gentle Mates,$$ (won),4,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Gentle Mates,$$$ (won),12,4
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Team Liquid,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Team Liquid,Eco (won),4,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Team Liquid,$ (won),0,0
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Team Liquid,$$ (won),4,2
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Split,Team Liquid,$$$ (won),13,10
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Lotus,Gentle Mates,Pistol Won,,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Lotus,Gentle Mates,Eco (won),3,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Lotus,Gentle Mates,$ (won),2,1
