Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,T1,ban,Fracture
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Paper Rex,pick,Split
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,T1,pick,Ascent
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Paper Rex,ban,Haven
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,T1,ban,Lotus
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Global Esports,ban,Fracture
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Paper Rex,ban,Pearl
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Global Esports,pick,Haven
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Paper Rex,pick,Lotus
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Global Esports,pick,Ascent
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Paper Rex,pick,Split
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,FULL SENSE,ban,Ascent
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,FULL SENSE,ban,Split
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,FULL SENSE,pick,Pearl
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Paper Rex,pick,Lotus
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,FULL SENSE,pick,Fracture
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Paper Rex,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Titan Esports Club,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,All Gamers,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Titan Esports Club,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,All Gamers,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Titan Esports Club,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,All Gamers,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Nova Esports,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,EDward Gaming,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Nova Esports,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,EDward Gaming,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Nova Esports,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,JDG Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,JDG Esports,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Xi Lai Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Xi Lai Gaming,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Dragon Ranger Gaming,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Xi Lai Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Wolves Esports,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Trace Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Wolves Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Trace Esports,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Wolves Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Trace Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,TYLOO,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,pick,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,TYLOO,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bilibili Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,All Gamers,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,FunPlus Phoenix,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,All Gamers,pick,Split
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,FunPlus Phoenix,pick,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,All Gamers,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,FunPlus Phoenix,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,TYLOO,pick,Split
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Titan Esports Club,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,TYLOO,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Titan Esports Club,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Wolves Esports,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,EDward Gaming,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Wolves Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,EDward Gaming,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Wolves Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Trace Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Trace Esports,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Xi Lai Gaming,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Trace Esports,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,JDG Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Bilibili Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,JDG Esports,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Bilibili Gaming,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Bilibili Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,FunPlus Phoenix,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,TYLOO,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,FunPlus Phoenix,pick,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,TYLOO,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,FunPlus Phoenix,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Bilibili Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Bilibili Gaming,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Bilibili Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Titan Esports Club,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Nova Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Xi Lai Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Nova Esports,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Xi Lai Gaming,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Nova Esports,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Xi Lai Gaming,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Trace Esports,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Trace Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,EDward Gaming,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Trace Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,EDward Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,All Gamers,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,JDG Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,All Gamers,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,JDG Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,All Gamers,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,pick,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Nova Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Trace Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Nova Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Trace Esports,pick,Split
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Nova Esports,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Trace Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,All Gamers,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,TYLOO,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,All Gamers,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,TYLOO,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,All Gamers,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Titan Esports Club,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Titan Esports Club,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,JDG Esports,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Titan Esports Club,ban,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,JDG Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Wolves Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Xi Lai Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,TYLOO,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,JDG Esports,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,TYLOO,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,JDG Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Trace Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Trace Esports,pick,Bind
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Trace Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,pick,Split
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bilibili Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bilibili Gaming,pick,Pearl
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,All Gamers,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 3,All Gamers vs Bilibili Gaming,Bilibili Gaming,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Nova Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Wolves Esports,ban,Haven
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Nova Esports,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Wolves Esports,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Nova Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 3,Nova Esports vs Wolves Esports,Wolves Esports,ban,Split
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Xi Lai Gaming,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Xi Lai Gaming,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,EDward Gaming,pick,Haven
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,Xi Lai Gaming,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Week 3,EDward Gaming vs Xi Lai Gaming,EDward Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Haven
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,TYLOO,pick,Breeze
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Seeding,TYLOO vs Dragon Ranger Gaming,TYLOO,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,EDward Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,EDward Gaming,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,JDG Esports,pick,Haven
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,EDward Gaming,ban,Split
VCT 2026: China Stage 1,Group Stage,Seeding,JDG Esports vs EDward Gaming,JDG Esports,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Titan Esports Club,ban,Haven
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Trace Esports,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Titan Esports Club,pick,Fracture
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Trace Esports,pick,Split
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Titan Esports Club,ban,Bind
VCT 2026: China Stage 1,Group Stage,Seeding,Titan Esports Club vs Trace Esports,Trace Esports,ban,Lotus
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,All Gamers,ban,Fracture
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,ban,Pearl
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,All Gamers,pick,Lotus
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,pick,Bind
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,All Gamers,ban,Breeze
VCT 2026: China Stage 1,Group Stage,Seeding,All Gamers vs Xi Lai Gaming,Xi Lai Gaming,ban,Haven
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Titan Esports Club,ban,Haven
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Xi Lai Gaming,ban,Fracture
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Titan Esports Club,pick,Breeze
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Xi Lai Gaming,pick,Lotus
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Titan Esports Club,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,Xi Lai Gaming,ban,Pearl
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,JDG Esports,ban,Breeze
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,TYLOO,ban,Lotus
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,JDG Esports,pick,Haven
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,TYLOO,pick,Fracture
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,JDG Esports,ban,Split
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,JDG Esports vs TYLOO,TYLOO,ban,Ascent
VCT 2026: China Stage 1,Playoffs,Upper Quarterfinals,All Gamers vs Trace Esports,Trace Esports,ban,Haven
