Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,LOUD,Darker,astra,3,2,2,,,,,,,76,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Pearl,LOUD,lukxo,chamber,3,2,2,,1,,,,,61,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,ENVY,Rossy,viper,1,2,2,,,1,,1,,93,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,ENVY,keznit,neon,,1,,,,,,,,28,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,ENVY,P0PPIN,sova,,1,,,,,,,,44,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,ENVY,Demon1,iso,3,1,,,,,,,,55,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,ENVY,Eggsterr,harbor,1,,,,,,,,,25,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,LOUD,Virtyy,jett,5,,,,,,,,,49,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,LOUD,Bati,kayo,1,2,,,,,,,,57,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,LOUD,cauanzin,sova,1,,,,,,,,,53,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,LOUD,Darker,astra,1,4,1,,,,,,,68,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,ENVY vs LOUD,Breeze,LOUD,lukxo,harbor,3,2,1,,,,1,,,97,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,Cloud9,Zellsis,"killjoy, tejo",3,2,,,,,,,,47,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,Cloud9,penny,"chamber, viper",3,,,,,,,,,38,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,Cloud9,Xeppaa,"skye, sova",2,2,,,,,,,,39,6,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,Cloud9,v1c,"astra, omen",1,,,,1,,,,,38,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,Cloud9,OXY,neon,3,5,,,,,,,,63,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,kiNgg,astra,5,2,,,,,,,,51,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,blowz,sova,4,1,,,,,,,,54,9,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,Sato,phoenix,4,1,2,,1,,,,,55,4,3
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,spike,neon,7,1,1,,,,,,,56,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,All Maps,LEVIATÁN,Neon,chamber,9,1,,,,,,,,62,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,Cloud9,Zellsis,tejo,1,2,,,,,,,,47,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,Cloud9,penny,chamber,1,,,,,,,,,29,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,Cloud9,Xeppaa,skye,2,2,,,,,,,,46,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,Cloud9,v1c,astra,1,,,,1,,,,,43,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,Cloud9,OXY,neon,1,3,,,,,,,,66,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,LEVIATÁN,kiNgg,astra,3,2,,,,,,,,56,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,LEVIATÁN,blowz,sova,1,,,,,,,,,36,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,LEVIATÁN,Sato,phoenix,3,,1,,,,,,,52,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,LEVIATÁN,spike,neon,4,,1,,,,,,,65,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Pearl,LEVIATÁN,Neon,chamber,5,1,,,,,,,,74,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,Cloud9,Zellsis,killjoy,2,,,,,,,,,47,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,Cloud9,penny,viper,2,,,,,,,,,47,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,Cloud9,Xeppaa,sova,,,,,,,,,,32,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,Cloud9,v1c,omen,,,,,,,,,,33,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,Cloud9,OXY,neon,2,2,,,,,,,,59,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,LEVIATÁN,kiNgg,astra,2,,,,,,,,,45,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,LEVIATÁN,blowz,sova,3,1,,,,,,,,71,5,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,LEVIATÁN,Sato,phoenix,1,1,1,,1,,,,,58,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,LEVIATÁN,spike,neon,3,1,,,,,,,,46,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,Cloud9 vs LEVIATÁN,Haven,LEVIATÁN,Neon,chamber,4,,,,,,,,,49,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,FURIA,nerve,"astra, viper",4,2,,,,,1,,,53,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,FURIA,eeiu,fade,8,,,,,1,,,,38,2,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,FURIA,koalanoob,"omen, phoenix",3,5,,,,,,,,47,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,FURIA,artzin,"killjoy, vyse",8,,,,1,,,,,57,6,4
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,FURIA,alym,neon,7,4,1,,,1,,,,67,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,Mega Minors,brawk,"deadlock, sova",6,2,1,,,1,,,,60,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,Mega Minors,mada,"raze, waylay",7,4,,,2,,,,,43,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,Mega Minors,skuba,"astra, viper",4,1,,,,,,,,36,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,Mega Minors,Ethan,"skye, tejo",3,,,,1,,,,,45,7,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,All Maps,Mega Minors,keiko,"killjoy, omen",9,2,,,,,,,,57,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,FURIA,nerve,astra,2,1,,,,,1,,,49,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,FURIA,eeiu,fade,3,,,,,1,,,,33,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,FURIA,koalanoob,phoenix,1,2,,,,,,,,42,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,FURIA,artzin,killjoy,3,,,,,,,,,49,5,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,FURIA,alym,neon,6,1,1,,,,,,,85,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,Mega Minors,brawk,sova,4,1,1,,,1,,,,81,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,Mega Minors,mada,waylay,2,1,,,,,,,,32,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,Mega Minors,skuba,astra,1,,,,,,,,,33,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,Mega Minors,Ethan,tejo,2,,,,,,,,,53,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Pearl,Mega Minors,keiko,killjoy,4,,,,,,,,,50,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,FURIA,nerve,viper,2,1,,,,,,,,57,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,FURIA,eeiu,fade,5,,,,,,,,,42,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,FURIA,koalanoob,omen,2,3,,,,,,,,52,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,FURIA,artzin,vyse,5,,,,1,,,,,65,1,3
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,FURIA,alym,neon,1,3,,,,1,,,,48,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,Mega Minors,brawk,deadlock,2,1,,,,,,,,38,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,Mega Minors,mada,raze,5,3,,,2,,,,,53,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,Mega Minors,skuba,viper,3,1,,,,,,,,39,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,Mega Minors,Ethan,skye,1,,,,1,,,,,36,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 1,FURIA vs NRG,Split,Mega Minors,keiko,omen,5,2,,,,,,,,64,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,Cloud9,Zellsis,"killjoy, tejo, vyse",9,3,,,,,,,,45,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,Cloud9,penny,"viper, vyse",12,1,,,,,,,,47,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,Cloud9,Xeppaa,"skye, sova",6,1,1,,,,1,,,49,15,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,Cloud9,v1c,"astra, omen",4,,1,,,,,,,41,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,Cloud9,OXY,neon,13,4,2,,,,,,,66,3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,Rossy,"astra, viper",4,3,,,,1,,,,43,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,keznit,"neon, raze",13,4,2,,1,,1,,,63,6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,P0PPIN,"skye, sova",5,2,1,,2,,,,,47,10,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,Demon1,"chamber, jett",7,7,,,4,,1,,,55,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,Eggsterr,"omen, phoenix",9,4,1,,,,,,,57,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,Cloud9,Zellsis,vyse,5,2,,,,,,,,60,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,Cloud9,penny,viper,5,,,,,,,,,46,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,Cloud9,Xeppaa,skye,3,,1,,,,1,,,43,8,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,Cloud9,v1c,omen,2,,1,,,,,,,58,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,Cloud9,OXY,neon,7,1,,,,,,,,53,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,ENVY,Rossy,viper,2,1,,,,1,,,,48,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,ENVY,keznit,raze,3,1,1,,,,1,,,56,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,ENVY,P0PPIN,skye,3,,,,1,,,,,38,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,ENVY,Demon1,jett,5,2,,,2,,,,,48,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Split,ENVY,Eggsterr,omen,5,1,1,,,,,,,54,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,Cloud9,Zellsis,tejo,1,,,,,,,,,28,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,Cloud9,penny,vyse,4,,,,,,,,,50,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,Cloud9,Xeppaa,skye,1,1,,,,,,,,65,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,Cloud9,v1c,astra,,,,,,,,,,29,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,Cloud9,OXY,neon,2,1,,,,,,,,54,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,ENVY,Rossy,astra,2,,,,,,,,,39,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,ENVY,keznit,neon,5,1,,,,,,,,69,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,ENVY,P0PPIN,sova,2,2,,,1,,,,,58,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,ENVY,Demon1,chamber,1,2,,,1,,,,,54,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Pearl,ENVY,Eggsterr,phoenix,2,2,,,,,,,,71,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,Cloud9,Zellsis,killjoy,3,1,,,,,,,,46,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,Cloud9,penny,viper,3,1,,,,,,,,44,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,Cloud9,Xeppaa,sova,2,,,,,,,,,39,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,Cloud9,v1c,omen,2,,,,,,,,,35,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,Cloud9,OXY,neon,4,2,2,,,,,,,92,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,ENVY,Rossy,astra,,2,,,,,,,,43,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,ENVY,keznit,neon,5,2,1,,1,,,,,65,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,ENVY,P0PPIN,sova,,,1,,,,,,,46,6,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,ENVY,Demon1,chamber,1,3,,,1,,1,,,63,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,Haven,ENVY,Eggsterr,phoenix,2,1,,,,,,,,45,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,nerve,"astra, viper",6,2,,,3,,,,,58,9,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,eeiu,"fade, sova",9,1,1,,2,,,,,40,5,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,koalanoob,"omen, phoenix",8,3,,,,,,,,51,7,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,artzin,"killjoy, vyse",7,6,1,,,,,,,63,10,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,alym,neon,10,2,3,,,,1,,,51,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,C0M,"fade, sova",5,,,,,,,,,43,14,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,supamen,"astra, viper",9,7,,,1,,1,,,65,3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,Okeanos,"omen, waylay",4,,1,,1,,,,,44,3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,dgzin,neon,8,8,,1,,,,,,53,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,bao,"killjoy, vyse",7,,1,,1,,,,,46,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,nerve,viper,1,1,,,1,,,,,51,3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,eeiu,sova,2,,1,,1,,,,,29,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,koalanoob,omen,4,1,,,,,,,,39,6,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,artzin,killjoy,1,1,1,,,,,,,46,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,alym,neon,4,,1,,,,,,,56,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,C0M,sova,1,,,,,,,,,30,6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,supamen,viper,3,5,,,,,1,,,71,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,Okeanos,omen,1,,1,,,,,,,31,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,dgzin,neon,4,5,,,,,,,,60,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,bao,killjoy,2,,1,,,,,,,35,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,nerve,astra,1,1,,,1,,,,,68,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,eeiu,fade,4,,,,1,,,,,48,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,koalanoob,phoenix,2,2,,,,,,,,63,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,artzin,killjoy,3,,,,,,,,,70,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,alym,neon,3,,2,,,,1,,,59,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,C0M,sova,4,,,,,,,,,63,3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,supamen,astra,5,1,,,1,,,,,79,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,Okeanos,waylay,,,,,,,,,,46,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,dgzin,neon,1,,,,,,,,,27,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,bao,killjoy,4,,,,,,,,,57,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,nerve,viper,4,,,,1,,,,,54,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,eeiu,fade,3,1,,,,,,,,43,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,koalanoob,omen,2,,,,,,,,,52,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,artzin,vyse,3,5,,,,,,,,72,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,alym,neon,3,2,,,,,,,,38,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,C0M,fade,,,,,,,,,,37,5,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,supamen,viper,1,1,,,,,,,,46,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,Okeanos,omen,3,,,,1,,,,,54,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,dgzin,neon,3,3,,1,,,,,,72,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,bao,vyse,1,,,,1,,,,,46,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,BABYBAY,vyse,8,1,1,,1,,,,,49,0,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,valyn,"brimstone, harbor",8,1,1,,1,,,,,42,3,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,jawgemo,"neon, raze",8,5,,,,,,,,43,2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,leaf,"astra, viper",10,1,,,,,,,,40,6,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,trent,"fade, sova",7,6,,,,1,,,,70,16,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,kiNgg,viper,9,,,,,1,,,,42,5,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,blowz,"fade, skye, sova",5,,,,1,,,,,33,14,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,Sato,"neon, phoenix",10,2,2,,,,,,,50,4,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,spike,"neon, omen",13,3,,,,,,,,55,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,Neon,"brimstone, chamber, omen",10,2,,,,1,,,,60,6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,BABYBAY,vyse,3,,,,,,,,,44,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,valyn,harbor,2,,,,1,,,,,41,1,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,jawgemo,neon,1,1,,,,,,,,37,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,leaf,astra,5,,,,,,,,,40,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,trent,sova,2,5,,,,1,,,,112,5,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,kiNgg,viper,2,,,,,,,,,30,4,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,blowz,sova,,,,,,,,,,30,4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,Sato,neon,3,,,,,,,,,32,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,spike,omen,3,1,,,,,,,,69,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,Neon,chamber,1,1,,,,,,,,71,1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,BABYBAY,vyse,4,1,1,,1,,,,,65,0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,valyn,harbor,2,1,,,,,,,,34,0,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,jawgemo,raze,3,1,,,,,,,,46,1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,leaf,astra,,,,,,,,,,39,2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,trent,fade,,,,,,,,,,48,6,0
