Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Paper Rex,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Paper Rex,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Paper Rex,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Paper Rex,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Global Esports,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Global Esports,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Global Esports,sage,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Global Esports,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Breeze,Global Esports,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Paper Rex,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Global Esports,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Global Esports,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Global Esports,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Global Esports,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Split,Global Esports,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Kiwoom DRX,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Kiwoom DRX,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Kiwoom DRX,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Kiwoom DRX,breach,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Kiwoom DRX,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Paper Rex,phoenix,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Haven,Paper Rex,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Kiwoom DRX,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Kiwoom DRX,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Kiwoom DRX,waylay,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Kiwoom DRX,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Kiwoom DRX,kayo,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Paper Rex,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Paper Rex,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Paper Rex,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Corrode,Paper Rex,phoenix,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Kiwoom DRX,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Kiwoom DRX,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Kiwoom DRX,jett,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Kiwoom DRX,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Kiwoom DRX,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Paper Rex,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,Breeze,Paper Rex,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,DetonatioN FocusMe,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,DetonatioN FocusMe,phoenix,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,DetonatioN FocusMe,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,Paper Rex,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Haven,Paper Rex,phoenix,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,DetonatioN FocusMe,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,DetonatioN FocusMe,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,DetonatioN FocusMe,raze,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,Split,Paper Rex,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Rex Regum Qeon,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Rex Regum Qeon,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Rex Regum Qeon,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Rex Regum Qeon,cypher,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Paper Rex,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Haven,Paper Rex,phoenix,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Rex Regum Qeon,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Rex Regum Qeon,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Rex Regum Qeon,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Rex Regum Qeon,neon,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Rex Regum Qeon,chamber,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Paper Rex,omen,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Paper Rex,fade,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Paper Rex,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Paper Rex,phoenix,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Corrode,Paper Rex,waylay,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Rex Regum Qeon,yoru,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Rex Regum Qeon,viper,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Rex Regum Qeon,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Paper Rex,omen,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Paper Rex,viper,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Paper Rex,sova,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Breeze,Paper Rex,jett,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Rex Regum Qeon,sova,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Rex Regum Qeon,neon,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Rex Regum Qeon,astra,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Rex Regum Qeon,chamber,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Rex Regum Qeon,tejo,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Paper Rex,yoru,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Paper Rex,fade,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Paper Rex,astra,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Paper Rex,raze,1,0,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Pearl,Paper Rex,veto,1,0,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Paper Rex,yoru,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Paper Rex,omen,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Paper Rex,fade,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Paper Rex,chamber,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Paper Rex,phoenix,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,yoru,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,fade,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,astra,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,chamber,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,DetonatioN FocusMe,phoenix,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Global Esports,sova,2,0,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Global Esports,astra,2,0,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Global Esports,jett,2,0,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Global Esports,chamber,1,0,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Global Esports,skye,2,0,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Global Esports,veto,1,0,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,T1,viper,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,T1,omen,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,T1,sova,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,T1,neon,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,T1,killjoy,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Kiwoom DRX,omen,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Kiwoom DRX,waylay,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Kiwoom DRX,cypher,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Kiwoom DRX,tejo,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Kiwoom DRX,breach,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,viper,1,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,omen,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,sova,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,neon,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,killjoy,1,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,yoru,0,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Rex Regum Qeon,cypher,0,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,yoru,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,omen,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,sova,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,neon,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Nongshim RedForce,killjoy,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,FULL SENSE,yoru,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,FULL SENSE,omen,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,FULL SENSE,sova,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,FULL SENSE,waylay,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,FULL SENSE,cypher,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,yoru,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,omen,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,sova,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,jett,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Gen.G,cypher,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,yoru,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,omen,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,sova,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,neon,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,ZETA DIVISION,cypher,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,VARREL,yoru,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,VARREL,omen,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,VARREL,sova,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,VARREL,jett,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,VARREL,cypher,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,viper,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,omen,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,sova,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,neon,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Haven,Team Secret,killjoy,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,yoru,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,viper,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,omen,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,fade,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Paper Rex,raze,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,yoru,3,2,5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,viper,3,2,5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,omen,3,2,5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,fade,3,2,5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,DetonatioN FocusMe,raze,3,2,5
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,yoru,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,viper,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,fade,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,astra,2,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,veto,2,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,omen,0,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Global Esports,raze,0,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,T1,yoru,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,T1,viper,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,T1,omen,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,T1,fade,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,T1,raze,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,yoru,0,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,viper,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,omen,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,fade,0,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,neon,0,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,raze,1,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,tejo,2,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,skye,1,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,waylay,1,0,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Kiwoom DRX,breach,1,0,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,yoru,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,viper,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,omen,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,fade,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Nongshim RedForce,neon,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,FULL SENSE,yoru,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,FULL SENSE,viper,2,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,FULL SENSE,omen,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,FULL SENSE,fade,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,FULL SENSE,raze,2,2,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,FULL SENSE,cypher,0,1,4
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,yoru,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,viper,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,omen,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,fade,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,ZETA DIVISION,neon,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,yoru,0,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,viper,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,omen,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,fade,0,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,raze,0,2,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,chamber,0,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,VARREL,skye,0,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,yoru,0,3,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,viper,0,3,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,omen,0,3,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,fade,0,3,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,waylay,0,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Split,Team Secret,raze,0,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Paper Rex,viper,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Paper Rex,omen,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Paper Rex,fade,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Paper Rex,waylay,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Paper Rex,phoenix,1,2,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,DetonatioN FocusMe,yoru,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,DetonatioN FocusMe,omen,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,DetonatioN FocusMe,fade,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,DetonatioN FocusMe,chamber,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,DetonatioN FocusMe,phoenix,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Global Esports,omen,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Global Esports,fade,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Global Esports,waylay,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Global Esports,veto,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Global Esports,sage,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,T1,yoru,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,T1,viper,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,T1,omen,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,T1,fade,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,T1,waylay,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Kiwoom DRX,yoru,0,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Kiwoom DRX,viper,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Kiwoom DRX,omen,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Kiwoom DRX,fade,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Kiwoom DRX,waylay,2,1,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Kiwoom DRX,kayo,2,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Rex Regum Qeon,viper,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Rex Regum Qeon,omen,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Rex Regum Qeon,fade,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Rex Regum Qeon,neon,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Rex Regum Qeon,chamber,3,0,3
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Nongshim RedForce,yoru,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Nongshim RedForce,viper,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Nongshim RedForce,omen,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Nongshim RedForce,fade,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,Nongshim RedForce,neon,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,FULL SENSE,yoru,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,FULL SENSE,omen,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,FULL SENSE,fade,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,FULL SENSE,waylay,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,FULL SENSE,cypher,1,1,2
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,ZETA DIVISION,yoru,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,ZETA DIVISION,viper,0,1,1
VCT 2026: Pacific Kickoff,All Stages,All Match Types,Corrode,ZETA DIVISION,omen,0,1,1
