Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Name,Match ID,Map,Game ID
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Nongshim RedForce vs Kiwoom DRX,644659,Haven,258270
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Nongshim RedForce vs Kiwoom DRX,644659,Fracture,258271
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Nongshim RedForce vs Kiwoom DRX,644659,Lotus,258272
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Team Secret vs Global Esports,644660,Split,258273
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Team Secret vs Global Esports,644660,Lotus,258274
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Rex Regum Qeon vs VARREL,644661,Bind,258276
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Rex Regum Qeon vs VARREL,644661,Split,258277
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,FULL SENSE vs ZETA DIVISION,644662,Fracture,258279
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,FULL SENSE vs ZETA DIVISION,644662,Split,258280
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Gen.G vs Paper Rex,644663,Haven,258282
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Gen.G vs Paper Rex,644663,Fracture,258283
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 2,Gen.G vs Paper Rex,644663,Lotus,258284
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,FULL SENSE vs VARREL,644665,Haven,258285
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,FULL SENSE vs VARREL,644665,Lotus,265130
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Team Secret vs Paper Rex,644666,Breeze,258288
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Team Secret vs Paper Rex,644666,Split,258289
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Kiwoom DRX vs Global Esports,644667,Fracture,258291
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Kiwoom DRX vs Global Esports,644667,Haven,258292
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,ZETA DIVISION vs DetonatioN FocusMe,644668,Bind,258294
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,ZETA DIVISION vs DetonatioN FocusMe,644668,Lotus,258295
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,ZETA DIVISION vs DetonatioN FocusMe,644668,Pearl,258296
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Rex Regum Qeon vs T1,644669,Pearl,258297
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Rex Regum Qeon vs T1,644669,Bind,258298
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Nongshim RedForce vs Gen.G,644670,Pearl,258300
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 3,Nongshim RedForce vs Gen.G,644670,Breeze,258301
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Rex Regum Qeon vs FULL SENSE,644671,Pearl,258303
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Rex Regum Qeon vs FULL SENSE,644671,Haven,258304
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Rex Regum Qeon vs FULL SENSE,644671,Fracture,258305
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Paper Rex vs Global Esports,644672,Split,258306
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Paper Rex vs Global Esports,644672,Pearl,258307
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Gen.G vs Kiwoom DRX,644673,Haven,258309
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Gen.G vs Kiwoom DRX,644673,Pearl,258310
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Gen.G vs Kiwoom DRX,644673,Lotus,258311
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,DetonatioN FocusMe vs VARREL,644674,Lotus,258312
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,DetonatioN FocusMe vs VARREL,644674,Haven,258313
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,DetonatioN FocusMe vs VARREL,644674,Fracture,258314
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,T1 vs ZETA DIVISION,644675,Haven,258315
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,T1 vs ZETA DIVISION,644675,Lotus,258316
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Nongshim RedForce vs Team Secret,644676,Breeze,258318
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Nongshim RedForce vs Team Secret,644676,Fracture,258319
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 4,Nongshim RedForce vs Team Secret,644676,Pearl,258320
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Gen.G vs Team Secret,644677,Split,258321
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Gen.G vs Team Secret,644677,Lotus,258322
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Gen.G vs Team Secret,644677,Breeze,258323
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,VARREL vs ZETA DIVISION,644678,Bind,258324
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,VARREL vs ZETA DIVISION,644678,Breeze,258325
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,VARREL vs ZETA DIVISION,644678,Fracture,258326
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,T1 vs FULL SENSE,644679,Pearl,258327
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,T1 vs FULL SENSE,644679,Bind,258328
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,T1 vs FULL SENSE,644679,Breeze,258329
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Nongshim RedForce vs Global Esports,644680,Breeze,258330
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Nongshim RedForce vs Global Esports,644680,Bind,258331
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Nongshim RedForce vs Global Esports,644680,Haven,258332
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Paper Rex vs Kiwoom DRX,644681,Breeze,258333
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Paper Rex vs Kiwoom DRX,644681,Lotus,258334
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Rex Regum Qeon vs DetonatioN FocusMe,644682,Haven,258336
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Rex Regum Qeon vs DetonatioN FocusMe,644682,Lotus,258337
VCT 2026: Pacific Stage 1,2775,Group Stage,5374,Week 5,Rex Regum Qeon vs DetonatioN FocusMe,644682,Fracture,258338
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Round 1,Rex Regum Qeon vs Global Esports,666488,Breeze,266840
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Round 1,Rex Regum Qeon vs Global Esports,666488,Pearl,266841
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Round 1,Kiwoom DRX vs FULL SENSE,666489,Lotus,266843
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Round 1,Kiwoom DRX vs FULL SENSE,666489,Fracture,266844
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Semifinals,Paper Rex vs Global Esports,666490,Breeze,266846
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Semifinals,Paper Rex vs Global Esports,666490,Lotus,266847
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Semifinals,Paper Rex vs Global Esports,666490,Pearl,266848
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Semifinals,T1 vs FULL SENSE,666491,Pearl,266849
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Semifinals,T1 vs FULL SENSE,666491,Lotus,266850
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,666494,Ascent,266860
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,666494,Breeze,266861
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,666494,Lotus,266862
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,666495,Pearl,266863
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,666495,Split,266864
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,666495,Haven,266865
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 2,T1 vs Rex Regum Qeon,666496,Haven,266866
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 2,T1 vs Rex Regum Qeon,666496,Lotus,266867
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 2,T1 vs Rex Regum Qeon,666496,Breeze,266868
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 2,Paper Rex vs Kiwoom DRX,666497,Ascent,266869
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 2,Paper Rex vs Kiwoom DRX,666497,Breeze,266870
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 2,Paper Rex vs Kiwoom DRX,666497,Split,266871
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Final,Global Esports vs FULL SENSE,666492,Split,266852
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Upper Final,Global Esports vs FULL SENSE,666492,Breeze,266853
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 3,T1 vs Paper Rex,666498,Split,266872
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 3,T1 vs Paper Rex,666498,Ascent,266873
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Round 3,T1 vs Paper Rex,666498,Breeze,266874
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Final,Global Esports vs Paper Rex,666499,Haven,266875
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Final,Global Esports vs Paper Rex,666499,Lotus,266876
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Lower Final,Global Esports vs Paper Rex,666499,Ascent,266877
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Grand Final,FULL SENSE vs Paper Rex,666493,Pearl,266855
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Grand Final,FULL SENSE vs Paper Rex,666493,Lotus,266856
VCT 2026: Pacific Stage 1,2775,Playoffs,5375,Grand Final,FULL SENSE vs Paper Rex,666493,Fracture,266857
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Titan Esports Club vs All Gamers,642914,Lotus,257925
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Titan Esports Club vs All Gamers,642914,Bind,257926
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Titan Esports Club vs All Gamers,642914,Breeze,257927
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Nova Esports vs EDward Gaming,642915,Fracture,257928
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Nova Esports vs EDward Gaming,642915,Breeze,257929
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,JDG Esports vs FunPlus Phoenix,642916,Lotus,257931
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,JDG Esports vs FunPlus Phoenix,642916,Pearl,260852
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,JDG Esports vs FunPlus Phoenix,642916,Split,257933
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,642917,Lotus,257934
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,642917,Bind,257935
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Wolves Esports vs Trace Esports,642918,Lotus,257937
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Wolves Esports vs Trace Esports,642918,Bind,257938
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Bilibili Gaming vs TYLOO,642919,Bind,257940
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Bilibili Gaming vs TYLOO,642919,Pearl,257941
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Bilibili Gaming vs TYLOO,642919,Breeze,257942
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Dragon Ranger Gaming vs Nova Esports,642920,Breeze,257943
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Dragon Ranger Gaming vs Nova Esports,642920,Haven,257944
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,FunPlus Phoenix vs All Gamers,642921,Split,257946
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,FunPlus Phoenix vs All Gamers,642921,Pearl,257947
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,TYLOO vs Titan Esports Club,642922,Split,257949
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,TYLOO vs Titan Esports Club,642922,Fracture,257950
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Wolves Esports vs EDward Gaming,642923,Fracture,257952
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Wolves Esports vs EDward Gaming,642923,Lotus,257953
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Trace Esports vs Xi Lai Gaming,642924,Breeze,257955
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Trace Esports vs Xi Lai Gaming,642924,Lotus,257956
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Trace Esports vs Xi Lai Gaming,642924,Bind,257957
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Bilibili Gaming vs JDG Esports,642925,Haven,257958
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 1,Bilibili Gaming vs JDG Esports,642925,Fracture,257959
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,FunPlus Phoenix vs TYLOO,642927,Bind,257961
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,FunPlus Phoenix vs TYLOO,642927,Pearl,262074
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,FunPlus Phoenix vs TYLOO,642927,Split,257963
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Titan Esports Club vs Bilibili Gaming,642928,Fracture,257964
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Titan Esports Club vs Bilibili Gaming,642928,Breeze,257965
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Xi Lai Gaming vs Nova Esports,642929,Haven,257967
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Xi Lai Gaming vs Nova Esports,642929,Bind,257968
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,EDward Gaming vs Trace Esports,642930,Lotus,257970
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,EDward Gaming vs Trace Esports,642930,Haven,257971
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,JDG Esports vs All Gamers,642931,Lotus,257973
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,JDG Esports vs All Gamers,642931,Haven,257974
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Dragon Ranger Gaming vs Wolves Esports,642932,Breeze,257976
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Dragon Ranger Gaming vs Wolves Esports,642932,Pearl,257977
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Dragon Ranger Gaming vs Wolves Esports,642932,Lotus,257978
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Nova Esports vs Trace Esports,642933,Lotus,257979
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Nova Esports vs Trace Esports,642933,Split,257980
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,FunPlus Phoenix vs Bilibili Gaming,642934,Lotus,257982
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,FunPlus Phoenix vs Bilibili Gaming,642934,Fracture,257983
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,FunPlus Phoenix vs Bilibili Gaming,642934,Pearl,257984
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,All Gamers vs TYLOO,642935,Bind,257985
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,All Gamers vs TYLOO,642935,Haven,257986
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,All Gamers vs TYLOO,642935,Breeze,257987
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,EDward Gaming vs Dragon Ranger Gaming,642936,Breeze,257988
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,EDward Gaming vs Dragon Ranger Gaming,642936,Lotus,257989
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,EDward Gaming vs Dragon Ranger Gaming,642936,Split,257990
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,JDG Esports vs Titan Esports Club,642937,Fracture,257991
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,JDG Esports vs Titan Esports Club,642937,Haven,257992
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Xi Lai Gaming vs Wolves Esports,642938,Fracture,257994
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Xi Lai Gaming vs Wolves Esports,642938,Bind,257995
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 2,Xi Lai Gaming vs Wolves Esports,642938,Lotus,257996
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,TYLOO vs JDG Esports,642939,Bind,257997
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,TYLOO vs JDG Esports,642939,Haven,257998
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Trace Esports vs Dragon Ranger Gaming,642940,Lotus,258000
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Trace Esports vs Dragon Ranger Gaming,642940,Bind,258001
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Trace Esports vs Dragon Ranger Gaming,642940,Breeze,258002
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Titan Esports Club vs FunPlus Phoenix,642941,Fracture,258003
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Titan Esports Club vs FunPlus Phoenix,642941,Split,258004
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,All Gamers vs Bilibili Gaming,642942,Lotus,258006
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,All Gamers vs Bilibili Gaming,642942,Pearl,258007
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,All Gamers vs Bilibili Gaming,642942,Bind,258008
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Nova Esports vs Wolves Esports,642943,Lotus,258009
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,Nova Esports vs Wolves Esports,642943,Fracture,258010
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,EDward Gaming vs Xi Lai Gaming,642944,Lotus,258012
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,EDward Gaming vs Xi Lai Gaming,642944,Haven,258013
VCT 2026: China Stage 1,2864,Group Stage,5605,Week 3,EDward Gaming vs Xi Lai Gaming,642944,Split,258014
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,TYLOO vs Dragon Ranger Gaming,642947,Haven,258021
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,TYLOO vs Dragon Ranger Gaming,642947,Breeze,258022
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,JDG Esports vs EDward Gaming,642946,Fracture,258018
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,JDG Esports vs EDward Gaming,642946,Haven,258019
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,JDG Esports vs EDward Gaming,642946,Bind,258020
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,Titan Esports Club vs Trace Esports,642948,Fracture,258024
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,Titan Esports Club vs Trace Esports,642948,Split,258025
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,Titan Esports Club vs Trace Esports,642948,Breeze,258026
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,All Gamers vs Xi Lai Gaming,642945,Lotus,258015
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,All Gamers vs Xi Lai Gaming,642945,Bind,258016
VCT 2026: China Stage 1,2864,Group Stage,5605,Seeding,All Gamers vs Xi Lai Gaming,642945,Split,258017
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,659474,Breeze,265283
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,Xi Lai Gaming vs Titan Esports Club,659474,Lotus,265284
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,JDG Esports vs TYLOO,659475,Haven,265286
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,JDG Esports vs TYLOO,659475,Fracture,265287
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,JDG Esports vs TYLOO,659475,Pearl,265288
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,All Gamers vs Trace Esports,659476,Split,265289
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,All Gamers vs Trace Esports,659476,Lotus,265290
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,659477,Lotus,265292
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,659477,Split,265293
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,659477,Breeze,265294
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 1,Titan Esports Club vs TYLOO,659482,Pearl,265309
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 1,Titan Esports Club vs TYLOO,659482,Fracture,265310
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 1,Titan Esports Club vs TYLOO,659482,Split,265311
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,659483,Ascent,265312
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 1,Trace Esports vs Dragon Ranger Gaming,659483,Lotus,265313
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Semifinals,Xi Lai Gaming vs JDG Esports,659478,Lotus,265295
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Semifinals,Xi Lai Gaming vs JDG Esports,659478,Pearl,265296
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Semifinals,All Gamers vs EDward Gaming,659479,Fracture,265298
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Semifinals,All Gamers vs EDward Gaming,659479,Lotus,265299
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,659485,Haven,265318
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 2,JDG Esports vs Dragon Ranger Gaming,659485,Lotus,265319
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 2,All Gamers vs TYLOO,659484,Fracture,265315
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 2,All Gamers vs TYLOO,659484,Haven,265316
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 2,All Gamers vs TYLOO,659484,Split,265317
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Final,Xi Lai Gaming vs EDward Gaming,659480,Split,265301
VCT 2026: China Stage 1,2864,Playoffs,5606,Upper Final,Xi Lai Gaming vs EDward Gaming,659480,Breeze,265302
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 3,All Gamers vs Dragon Ranger Gaming,659486,Lotus,265321
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 3,All Gamers vs Dragon Ranger Gaming,659486,Split,265322
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Round 3,All Gamers vs Dragon Ranger Gaming,659486,Haven,265323
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,659487,Lotus,265324
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,659487,Breeze,265325
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,659487,Haven,265326
VCT 2026: China Stage 1,2864,Playoffs,5606,Lower Final,Xi Lai Gaming vs Dragon Ranger Gaming,659487,Split,265327
VCT 2026: China Stage 1,2864,Playoffs,5606,Grand Final,EDward Gaming vs Xi Lai Gaming,659481,Fracture,265304
VCT 2026: China Stage 1,2864,Playoffs,5606,Grand Final,EDward Gaming vs Xi Lai Gaming,659481,Split,265305
VCT 2026: China Stage 1,2864,Playoffs,5606,Grand Final,EDward Gaming vs Xi Lai Gaming,659481,Breeze,265306
VCT 2026: China Stage 1,2864,Playoffs,5606,Grand Final,EDward Gaming vs Xi Lai Gaming,659481,Haven,265307
VCT 2026: China Stage 1,2864,Playoffs,5606,Grand Final,EDward Gaming vs Xi Lai Gaming,659481,Pearl,265308
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,Gentle Mates vs EDward Gaming,625788,Haven,254143
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,Gentle Mates vs EDward Gaming,625788,Pearl,254144
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,Xi Lai Gaming vs NRG,625791,Haven,254152
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,Xi Lai Gaming vs NRG,625791,Abyss,254153
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,G2 Esports vs Paper Rex,625790,Split,254149
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,G2 Esports vs Paper Rex,625790,Corrode,254150
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,T1 vs Team Liquid,625789,Breeze,254146
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 1,T1 vs Team Liquid,625789,Split,254147
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (1-0),Paper Rex vs NRG,626529,Split,254342
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (1-0),Paper Rex vs NRG,626529,Pearl,254343
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (1-0),Paper Rex vs NRG,626529,Haven,254344
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (1-0),Gentle Mates vs Team Liquid,626530,Pearl,254345
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (1-0),Gentle Mates vs Team Liquid,626530,Bind,254346
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (0-1),EDward Gaming vs T1,626532,Bind,254348
Valorant Masters Santiago 2026,2760,Swiss Stage,5359,Round 2 (0-1),EDward Gaming vs T1,626532,Haven,254349
